GEO 477,"Honors Thesis Project","First of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
EDA 607,"Internship II","The internship is intended to provide the participant an opportunity to relate the coursework, research, simulation, and independent study in which he/she has engaged to actual problems encountered in administering the elementary or secondary school building/program.",
CMM 453,"Communication, Cybersecurity, and Social Engineering","Study of the role persuasion plays in computer hacking and what individuals and organizations can do to defend against social engineering exploits.",CMM 100,ENG 100,ASI 110,HST 103,PHL 103,REL 103,ASI 120
CMM 452,"Public Discourse & Criticism","Examination of the foundations of the field of communication. Major focus on the development of rhetorical theory with attention to rhetorical analysis and criticism.",
GEO 478,"Honors Thesis Project","Second of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
CHM 539,"Special Topics in Physical Chemistry","Topics of current interest in areas such as chemical instrumentation, electronics, physical biochemistry, macromolecular chemistry, and spectroscopy.",
CHM 536,"Biosynthetic Organic Chemistry","Mechanistic fundamentals of the biosynthesis and transformation of organic natural products, with special emphasis on medicinal compounds, toxins, pheromones and other secondary metabolite structures.",CHM 314,CHM 314L
GEO 104L,"Biology-Geology Field Laboratory","Course to accompany GEO 104.",GEO 104
CHM 541,"Topics in Physical Chemistry","Modern aspects of physical chemistry, which may include the solid state, electrochemistry, or mathematical methods of physical chemistry.",
CME 324,"Transport Phenomena I","Viscosity, shell momentum balances, isothermal equations of change, thermal conductivity, shell energy balances, non-isothermal equations of change, mass diffusivity, shell species mass balances, equations of change for multicomponent systems.",CME 203,CME 281,MTH 219,CME 381
CME 325,"Transport Phenomena II","Multidimensional momentum, energy, and mass transport, dimensionless parameters, turbulence and numerical solution methods.",CME 324,CME 381
CHM 546,"Special Topics in Modern Analytical Chemistry","Modern analytical methods. Subject matter may include NMR, EPR, electroanalytical methods, GLC, mass spectrometry, IR and Raman spectroscopies, visible and ultraviolet spectrophotometric methods, X-ray techniques, ESCA and Auger spectroscopies, atomic absorption, and fluorescence.",
CHM 544,"Coordination Chemistry","Properties of transition metal ions, reaction mechanisms in coordination compounds, bioinorganic systems, electron transfer mechanisms, and the experimental tools common to coordination chemistry.",CHM 517
CPS 543,"Advanced Concepts of Programming Languages","This course involves the study of advanced programming language concepts and paradigms. Possible topics, covered at the discretion of the instructor, include metalinguistic abstraction and macros, fixed-point combinators, reflection and meta-object protocols, and generative and aspect-oriented programming with emphasis on applying these concepts in practical application domains.",CPS 352
GEO 480,"Senior Capstone Project & Presentation","Project and presentation in the scholarship, activity and/or practice related to the major. Students will present their work in a forum appropriate to the major.",
CPS 544,"Systems Programming","Analysis of compilers and their construction; programming techniques discussed in the current literature; advanced computer applications in both mathematical and nonnumeric areas.",CPS 350
CPS 542,"Database Management Systems","Physical and logical organization of data files; hierarchical, network, and relational database models; data definition language and data manipulation language of a commercial database management system; query languages.",CPS 350
CMM 440,"Broadcast News","Study of the process and practice of news gathering and writing for radio and television. Course includes research, analysis, writing and editing news and features, as well as legal and ethical concerns of broadcast news.",CMM 330,CMM 342
VAP 477,"Honors Thesis Project","First of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the Univeristy Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
VAH 360,"Art History & Feminism","Introduction to feminist approaches to art history and women artists from the medieval period to the present. Open to all students.",
GEO 485,"Geographic Information Systems Applications in Water Resources Planning & Management","An introduction to GIS applications in water resource management. Following an introduction to GIS basics, this course focuses on GIS techniques in surface water modeling and floodplain delineation and management.",
VAP 478,"Honors Thesis Project","Second of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
CMM 444,"Multimedia Design & Production II","Advanced level multimedia production emphasizing client-based project generation through a design/production team approach. Focus is on interface design; project planning, script writing, story boarding; digital image, sound and video editing; and the use of authoring software.",CMM 344
CMM 442,"Advanced Television Production","Advanced techniques of both studio and electronic field production and post-production editing for television.",CMM 342
CMM 441,"Media Processes & Effects","Interdisciplinary study of how traditional mass media (TV, radio, newspapers, magazines, films) content influence individuals and impact society and how these technologies differ from new media/social media. Emphasis on the current state of knowledge about the effects of violence, stereotyping, and health messages as well as what is known about the effects of computer games and using the internet.",CMM 100,ENG 100,ASI 110,HST 103,PHL 103,REL 103,ASI 120
CHM 528,"Theoretical Principles of Chemistry","No description available.",MTH 218
CMM 447,"Children and Mass Media","Introduction to and understanding of how children and adolescents use media in their daily lives. Also examines how that use influences their cognitive, emotional, social, and physical development.",
CHM 525,"Principles of Organic Chemistry","An introduction to the fundamentals of organic chemistry.",CHM 124
CMM 446,"Electronic Media Management","Survey of the leadership/management roles and responsibilities of broadcasting, cable television and corporate media enterprises.",CMM 340
BIO 699,"Dissertation","Research for the doctoral degree.",
CHM 526,"Principles of Organic Chemistry","An introduction to the fundamentals of organic chemistry.",CHM 124
CMM 445,"Media Performance","Course focuses on learning and practicing the fundamentals of on-camera and on-air broadcast and digital delivery performance. Students will also practice critical analysis of broadcast performance.",
CMM 449,"Topics in Electronic Media","Concentrated study in special areas of electronic media production, criticism, and management. May be repeated once with change of topic. Depending on topic, prerequisites may be imposed.",
MUS 365,"Music In Society","Study of how music and musicians affect, and are affected by, the human societies in which they live. May be repeated for additional credit as topics change.",
MUS 360,"Special Topics in Music","Studies in specialized areas of music. May be repeated as topics change, up to six semester hours.",
CPS 536,"Operating Systems I","Models and algorithms pertinent to the design of computer operating systems; concurrent processes including synchronization, communication and deadlock problems, process and device scheduling policies, design of file systems, reliability and protection.",CPS 350
HSS 531,"Nutrition Exercise & Sports","Investigates the latest research trends in the nutritional assessment of the athlete. Topics will pertain to dietary needs, fluid replenishment, pre-game meals, and 'fad' diets for the athlete.",
CPS 534,"Distributed Computing with Big Data","This course introduces students to distributed computation frameworks (such as MapReduce) associated with massive datasets. Topics focus on parallel/distributed algorithms, data mining and machine learning algorithms for processing and analyzing very large amounts of data, and data visualization.",CPS 350
CPS 530,"Algorith Design","The design and analysis of computer algorithms, including order notation, sorting, dynamic programming, graph algorithms, string matching, matrix multiplication, NP-completeness.",CPS 350
GEO 495,"Geology Seminar","Introduction to professional practices in the geosciences. Students will attend seminar talks by guest speakers, research career options and graduate programs in the earth sciences, develop a professional resume, and participate in other profession-building activities. May be repeated.",
VAH 370,"American Art","Introduction to American art and architecture from the colonial period to the present. Open to all students.",
HSS 537,"Biomechanics","Investigations of physical principles operative in the performance of physical education activities with attempts to analyze for methods of greater effectiveness and improved performance.",
CPS 518,"Software Engineering","No description available.",
CMM 432,"Media Law","Media Law explores the press, expression and mass media within the context of the U.S. Constitution, state and federal legislation, and court rulings. This course introduces students to core values of the First Amendment, and such topics as government regulation, censorship, copyright protection, libel, and privacy.",
GEO 498,"Geological Research and Thesis","Research project within an area of the geological sciences, including, but not limited to, environmental geology, geochemistry, geomorphology, or paleontology. The results are to be presented in a written thesis.",
CMM 431,"Public Affairs Reporting","Investigative and specialized reporting on matters of public concern. Practice in gathering information from primary and secondary sources, and writing about complex subjects for mass audiences.",CMM 330
EDA 626,"Staff Personnel","This course emphasizes the systematic selection, evaluation, assignment and development of both professional and classified school personnel. Scholar-practitioners participating in this class will develop an understanding of the associated task areas.",
CMM 430,"Copyediting","Editing, particularly news copy editing and headline writing. Emphasis on clear and concise wording; proper spelling, grammar, and punctuation; and accuracy. Strong command of AP style necessary.",CMM 330
HMS 410,"Interdisciplinary Topics in the Humanities","An examination of varying topics in the Humanities from an interdisciplinary perspective. Course may be repeated when content varies.",
FRN 101,"Basic Proficiency in French I","Development of basic communication and intercultural skills in reading, listening, writing, and speaking through extensive practice in language use. Admission is restricted to those who have not studied French or have placed into this course by examination.",
CHM 517,"Inorganic Chemistry","An introductory course. The fundamentals of modern inorganic chemistry including atomic structure, principles of structure and bonding, acid-based chemistry, periodicity, coordination compounds, nonaqueous solvents, electrochemistry, molecular symmetry, and the chemistry of representative elements.",
CHM 515,"Analytical Chemistry","Methods of analysis based on modern instrumentation including chemical, electrical, and spectral methods.",CHM 201,CHM 302,CHM 304
MUS 346,"Instrumental Conducting","Continuation of techniques introduced in MUS 240, dealing specifically with techniques for band and orchestra.",MUS 240,MUS 240
CMM 439,"Special Topics in Journalism","Concentrated study in special areas of journalism. May be repeated with change of topic.",
CMM 438,"Multi-Media Journalism","Capstone course in the journalism concentration. Applies knowledge and skills from previous classes to develop in-depth stories across media platforms.",CMM 330,CMM 337,CMM 338,CMM 432
MUS 354,"Gospel Music: Instrument of Social Change","Study of gospel music as social, political, cultural, religious and historical commentary on and a vehicle for discussing and addressing issues of justice and race in America.",
MIS 220,"Exploring Careers in Information Systems","Designed to immerse students into the contemporary issues of management information systems. Site visits and guest lectures from management information systems leaders. Priority given to first and second year students. Satisfactory/No Credit.",
MUS 350,"Sacred Music History","Survey of the development of Christian Music and its function in worship. The focus will be on historical styles, including both their impact on and their application within liturgical settings, as well as on the religious reflections engendered by specific works.",
MUS 351,"Church Music Administration","Examination of the process, organization, administration, planning, and presentation of church music in various Christian traditions. Attention is given to concepts of worship planning, the organization of a comprehensive music program, program development and the relationship between the music ministry and various other church entities.",
MUS 352,"Understanding Sacred Music & Worship in the Local Church","Study of the important relationship between music and worship in the life of the individual and in the life of the corporate Christian church with an emphasis on developments in recent decades. Studies the distinction and interconnectedness of the local church (congregation) and the Institutional Church. An historical overview of music and worship with Biblical foundations is provided.",REL 103,ASI 110
OPS 413,"Project Management","Broad coverage of technical and human management issues in projects. Emphasis on project planning, scheduling, tracking, and close-down. Task time and cost estimation and description. Use of computer software. Team building and other aspects of managing project teams.",OPS 301
CHM 528L,"Theoretical Principles of Chemistry Laboratory","Laboratory course to accompany CHM 527 - CHM 528. One three-hour laboratory per week.",CHM 528
HSS 540,"Instructional Strategies","Contemporary research on teaching in physical education, sport instruction, and an in-depth study of Mosston's Spectrum of Teaching Styles serve as the primary foci of this course.",
CPS 522,"Software Project Management","Cost and effort estimation models for software projects, planning techniques, productivity metrics, risk management, maintenance, reuse, quality assurance, configuration management, Capability Maturity Models (CMM and P-CMM), and ISO 9001.",CPS 510,CPS 518,CPS 520
CPS 520,"Object-Oriented Systems Development","Unified Modeling Language (UML), use cases, class diagrams, sequence diagrams, collaboration diagrams, state charts, activity diagrams, component and deployment views, design patterns, and implementation of various UML models through team projects.",CPS 350,CPS 510
PSY 101,"Introductory Psychology","Study of human behavior including development, motivation, emotion, personality, learning, perception; general application of psychological principles to personal, social, and industrial problems. Students must participate in departmental research.",
ITA 491,"Independent Study","Independent research project under the guidance of an instructor. Admission to project and number of semester hours require approval of chairperson.",ITA 202
CMM 421,"Communication in Organizations","Analysis of message initiation, diffusion, and reception in organizations; analysis of the role of communication in developing productive work relationships, management practices, and organizational cultures.",
CMM 420,"Communication & Conflict Management","Examination of the functions of communication in interpersonal conflict such as marital conflict, role conflict, and organizational conflict. Communicative strategies and tactics for managing conflict.",
CMM 425,"Professional Seminar in Communication Management in Organizations","Capstone experience for Communication Management. Examines a focused topic in organizational communication allowing students the opportunity to diagnose and provide solutions through the integration and application of communication principles and best practices.",CMM 325
ISE 300,"Probability & Statistics for Engineers","Conceptual and hands-on development of probability and statistics with software exercises. Probability problems, random variables, moments, distributions, data description and analysis, estimation (bootstrap), hypothesis testing, regression, analysis of variance, and non-parametrics.",MTH 218
GEO 109L,"Earth, Environment, and Society Lab","Laboratory exercises in Earth and Environmental Science to accompany GEO 109 Lecture. Two hours each week.",GEO 109
GEO 412L,"Introductory Geochemistry Laboratory","Course to accompany GEO 412. Three hours each week.",GEO 412
LNG 478,"Honors Thesis Project","Second of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
LNG 477,"Honors Thesis Project","First of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
OPS 440,"Continuous Improvement","Theory and practice of continuous improvement especially as applied in manufacturing; comparison to the traditional operations management approach, tools and techniques, the KAIZEN approach.",OPS 301
ECT 448,"Intro to Linguistics","",
ENM 561,"Design & Analysis of Experiments","This course introduces advanced topics in experimental design and analysis, including full and fractional factorial designs, response surface analysis, multiple and partial regression, and correlation.",ENM 500
ENM 562,"Robust Engineering","Robust engineering methods lead to products and processes that function well in spite of variable customer environments and usage patterns, internal deterioration and ageing of components, and unit-to-unit variation in subassemblies. The key concept is using experimental design to neutralize these sources of performance variability. This course presents the still vital Taguchi methods that pioneered the methodology as well as modern work to improve on and expand Taguchi's principals.",ENM 500
ENM 563,"Advanced Engineering Design","This graduate-level course seeks to develop in students the ability to integrate dynamic mechanisms (i.e., heat transfer, fluid dynamics, electrical responses, etc.) into system modeling and analyses with uncertainty supporting the verification and validation of systems. Additionally, statistically-based analysis, design, and optimization will be addressed through open-ended problems with explicit considerations of system-level impacts, engineering tradeoffs, and system integration. A course project is required that must demonstrate application of the statistically-based design process.",ENM 561
CMM 411,"Health Communication","Examination of communication theory and research as they relate to health care. Issues include provider-patient interaction, the role of the patient, health organizations, the media and health, end-of-life concerns, and health campaigns.",CMM 100
CMM 410,"Family Communication","Study of the family from a communication perspective, considering the communication processes within the family and the extent to which communication affects and is affected by the family.",CMM 100,ENG 100,ASI 110,HST 103,PHL 103,REL 103,ASI 120
ENM 560,"Quality Assurance","Introduction to the fundamental concepts and methods of modern approaches to quality assurance, with emphasis on statistical methods for process control, process capability analysis, and sampling inspection. The course introduces relevant methods of experimental design and current issues in quality improvement.",ENM 500
CMM 413,"Communication in the Information Age","Examination of issues related to development, economics, programming, and the future of new mass communication technologies.",CMM 201
CMM 412,"Research Methods in Communication","Study of data gathering and analysis in communication research. Specific attention to survey design and analysis, and focus group implementation and analysis.",
ENM 565,"Reliability Engineering I","An introduction to reliability engineering concepts and methodology. The reliability, maintainability, and availability of components and multi-component systems are analyzed. Topics include exponential, Weibull, lognormal and normal failure laws, static reliability, hazard rate functions, state dependent failure rate models, redundancy, censoring, empirical models, curve fitting to failure data, and reliability growth testing.",ENM 500
GEO 411L,"Petrology Laboratory","Course to accompany GEO 411. Two hours each week.",GEO 411,GEO 201
ENM 566,"Reliability Engineering II","Continuation of ENM 565 with emphasis on the design of systems to meet specified reliability, availability, and maintainability requirements.",ENM 565,ENM 565
CMM 417,"Introduction to Audience Research","Overview of how media organizations describe and analyze audiences, the statistical and methodological techniques they use, and how those same methods are used to study the impact of media portrayals.",CMM 100,ENG 100,ASI 110,HST 103,PHL 103,REL 103,ASI 120
CMM 416,"Development of Mass Media","History and analysis of the development and interdependence of mass media, print and electronic. Emphasis on its role in political and economic progress of U.S. and attendant responsibility.",
LNG 468,"Introduction to Linguistics","Survey of the various aspects of a scientific description of human language: phonetics, phonology, morphology, syntax, semantics, and pragmatics. Interdisciplinary exploration of the reciprocal impact of linguistics on psychology, sociology, and language acquisition theory.",ENG 102,ENG 200,ENG 200H,ASI 120
OPS 430,"Quality & Just in Time Manufacturing","The concepts of just-in-time manufacturing, total quality system, and statistical process control. Projects, tours, and guest speakers.",OPS 301
EDT 629,"Cognition, Learning and Technology","This course focuses on the connections between cognitive psychology and technology-enhanced teaching and learning. New insights emerging from the latest research on human cognition have important implications for instructional design. Such insights suggest ways of teaching and learning that foster deep understanding, better thinking and the use of knowledge to solve complex problems. Students will learn how to build technology-enhanced, problem-based learning environments grounded in the latest research on human cognition and constructivist learning theory. This course is the gateway course leading to the Master of Science in Education with a concentration in technology-enhanced learning. It is the prerequisite for all other courses in the program.",
ECT 452,"Feedback Controls","Study of principles of control including Nyquist criteria, Bode plots, PID loops, motor control virtual instrumentation, and advanced concepts. Laplace transform analysis is utilized.",ECT 306,ECT 408,MTH 138,MTH 168
ECT 456,"Automotive Electical & Safety Systems","Theory and design of charging systems, batteries, control systems, safety systems, and various sensor technologies. Overview of manufacturing and commercial aspects of the automotive industry.",ECT 110,EGR 203
CJS 447,"Senior Seminar in Criminal Justice Studies","Capstone experience in criminal justice studies consisting of a seminar on research and writing in criminology and criminal justice, an empirical research project of the student's choosing, and a written and oral presentation of the research.",
MBA 608A,"Accounting Information Systems","Study of accounting information systems and their impact on management decision making and control. Emphasis on the systems approach to the collection and reporting of accounting data, system internal controls, and computer applications for managerial and financial accounting.",ACC 341,MBA 660
DSC 375,"Management Science","Quantitative modeling applications for managerial analysis and decision making. Develops skills to analyze and solve problems using computer-based mathematical modeling in a wide variety of business decision situations involving business functional areas such as accounting, economics, finance, human resources, marketing, management information systems, and operations management. Topics include constrained modeling techniques, simulation, and multi-criteria decision making.",DSC 211,OPS 301,OPS 300
ECT 461,"Power Distribution & Control","Study of power distribution systems including components, basic operation, polyphase circuits, characteristics, and application. Emphasis on the generation of electric power, its transmission, and its application to high power systems.",ECT 110
ECT 465,"Digital Data Communications","Study of communication methods and protocols. Applications to networks, satellite communication, phone systems, fiber optics, modems, and other data transmission. A special emphasis is placed on digital networks.",ECT 224
ECT 466,"Microcomputer Architecture","To develop an understanding of the basic hardware architecture of industry standard microcomputers including CPUs, standard busses, memory, mass storage devices, Systems-on-a-Chip and their implementation, I/O devices, and network interfaces. Study of architecture of recent microprocessors.",ECT 358
ENM 541,"Production Engineering","Study of the integration of man, machine, and material in producing a marketable product. The use of engineering techniques to design, develop, and implement the production system are covered. Topics include break-even analysis, learning curve theory, forecasting, resource balancing, inventory and production control, facility layout and location, job sequencing and scheduling, and assembly line balancing. Modern production techniques such as just-in-time (JIT), MRP systems flexible manufacturing, and computer-integrated manufacturing are discussed.",MSC 521
EDT 603,"Foundations of Literacy through Literature","This course serves as an introductory course to the reading/language arts (listening, speaking, reading, writing, viewing, visual representation) and the role literature plays in these processes. It is a foundation course in reading and is intended to align with the requirements of Ohio Reading Core licensure standards for the ECE, MCE and IS programs. Topics examined include the foundations of literacy, research theories and related models of reading, various children's and young adult literature, the integration of technology in literacy, an overview of the importance of on-going assessment in teaching reading/language arts and an awareness of cultural, linguistic and ethnic diversity in individual learners.",
MBA 609A,"Special Topics in Accounting","Advanced and current topics in accounting. Topics vary.",
EDT 601,"Phonics, Spelling and Vocabulary","This course provides the background knowledge necessary for effectively teaching and assessing the role of phonics in the reading process. Emphases are on developing phonemic awareness, phonics, spelling and word recognition/word meaning embedded in the context of a total reading/language arts program focused on meaning construction. ECE, MCE and IS initial licensure candidates must meet program requirements in reading. AYA candidates are also required to meet this requirement if working toward Ohio's Reading Endorsement.",
MBA 609B,"Individual Research in Accounting","Individual research in accounting subjects under the guidance and direction of an accounting faculty member. A formal proposal must be completed and approved by the faculty member, Department Chair, and MBA Director prior to registration.",
EDT 602,"Critical Reading in the Content Areas","In this course, MCE and IS candidates examine the strategies and techniques in the development of prior knowledge skills, study skills, vocabulary, technology and assessment as they relate to critical reading abilities in a variety of curriculum areas. This course is part of Ohio's 12-hour State Mandated Reading Core. ECE, MCE, IS and multi-age licensure candidates must meet this requirement.",
EDT 600,"Reading Methods","An integrated language arts course focusing on the knowledge base underpinning the teaching of reading and related language arts processes within the language arts and across curriculum to students of various ages, needs and abilities. Topics include: planning, instructional methods, materials, assessment and evaluation techniques. ECE, MCE and IS licensure candidates must meet program requirement in reading. AYA candidates are also required to meet this requirement if working toward Ohio's Reading Endorsement.",
EDT 609,"Issues, Trends and Research in Reading","Basic course for teachers concerned with the psychology of learning to read and current issues, trends and research in teaching reading/language arts.",
EDT 607,"Practicum in Reading Intervention Techniques","In this course the candidate will apply knowledge of informal and formal evaluation instruments for diagnosing reading ability and disability and their causes with students and to plan appropriate intervention experiences for those students. Laboratory portion of EDT 606. This course must be taken the semester immediately following EDT 606.",EDT 606,EDT 606,EDT 606
CJS 440,"Independent Study","Directed study and research on selected topics of significant academic publications in law enforcement and criminal justice.",
EDT 608,"The Writing Classroom","This course will focus on the teacher as a writer. Elements of the writing process will be discussed and implemented. Candidates will develop a classroom writing program.",
CME 306,"Chemical Reaction Kinetics & Engineering","Chemical reaction kinetics, ideal reactor analysis and design, multiple reactor/reaction systems, and heterogeneous catalysis.",CME 311,CME 324
FIN 490,"Special Topics in Finance","Subject varies from time to time. May be taken more than once if the topic changes.",FIN 301
EDT 605,"Advanced Study in Reading/Language Arts","This course is designed to provide teachers the opportunity to extend their knowledge of the reading/language arts processes and the principles underlying effective instruction. Key concepts are drawn from recent research and theory in language learning, developmental reading research and research describing the literacy processes of children.",
FIN 491,"Honors Thesis","Selection, design, investigation, and completion of an independent original research thesis under the guidance of a departmental faculty member. Restricted to students in the University Honors Program with permission of the director of the program and the departmental chairperson.",
EDT 606,"Assessment and Evaluation of Reading Difficulties","This course is the study of formal and informal diagnostic tests and procedures for identifying reading strengths and weaknesses with applications for reading programs. Candidates must register for EDT 607 the next semester.",EDT 607,EDT 605
FIN 492,"Honors Thesis","Selection, design, investigation, and completion of an independent original research thesis under the guidance of a departmental faculty member. Restricted to students in the University Honors Program with permission of the director of the program and the departmental chairperson.",
FIN 493,"Seminar in Investments","Application of investment theory and techniques in a real-world setting. Students manage a funded portfolio in terms of establishing objectives, selecting securities to buy (sell), and evaluating portfolio performance. Emphasis is placed upon attempting to identify undervalued common stocks. Admission to the course is limited and must be approved by the instructor.",FIN 360
FIN 494,"Sem-Comm, Drvt&Eq Trad","Application of derivatives trading strategies and financial data mining techniques based on equity, futures, options, and swaps in a real-world setting. Simulated derivatives trading using professional trading platform and strategies. Admission to the course is limited.",FIN 301
FIN 496,"Cooperative Education","Optional full-time work period off campus alternating with study period on campus. (See Chapter X; consult Cooperative Education Office for details.) Does not count toward finance major. Finance majors only.",
FIN 497,"Internship for General Elective Credit","Practical work experience associated with career development and career exploration relating to the student's major. Permission of department chair or designee required. Does not replace finance courses for the finance major. Finance majors only.",
FIN 498,"Independent Study in Finance","Directed readings and research in selected fields of finance. The number of semester hours will depend on the amount of work chosen. The course will involve periodic discussions with other students and faculty in the program. May be taken more than once for additional credit.",
DSC 313,"Advanced Business Statistics","Selected topics from advanced statistics with emphasis on business applications.",DSC 211
FIN 479,"Seminar in Bond Portfolio Management","Theory and practice in active bond portfolio management. Literature and practical issues related to managing a bond fund. Seminar format; students are divided into teams, each responsible for a specific sector of the fixed income market.",FIN 360,FIN 371
MBA 606A,"Financial Statement/Risk Analysis","Study of the tools and techniques of financial statement analysis with an emphasis on earnings management.",ACC 306
EOP 514,"Guided-Wave Optics","Light propagation in slab and cylindrical wave guides; signal degradation in optical fibers; optical sources, detectors, and receivers; coupling; transmission link analysis; fiber fabrication and cabling; fiber sensor system.",EOP 502
EOP 513,"Linear Systems & Fourier Optics","Mathematical techniques pertaining to linear systems theory; Fresnel and Fraunhoffer diffraction; Fourier transform properties of lenses; frequency analysis of optical systems, spatial filtering, application such as optical information processing and holography.",
OPS 491,"Honors Thesis","Selection, design, investigation, and completion of an independent and original research thesis under the guidance of a departmental faculty member. Restricted to students in the University Honors Program with permission of the director of the program and the departmental chairperson.",
OPS 492,"Honors Thesis","Selection, design, investigation, and completion of an independent original, research thesis under the guidance of a departmental faculty member. Restricted to students in the University Honors Program with permission of the director of the program and the departmental chairperson.",
MCT 423,"Product Development","Synthesis of mechanical devices and systems. Emphasis on the integration of various machine elements into a single unit. Activities include design, scheduling, budgeting, purchasing, fabrication, assembly and performance testing of an original team project.",MCT 330
EOP 506,"Electro-Optical Devices & Systems","Solid state theory of optoelectronic devices; photoemitters; photodetectors; solar cells; detection and noise; displays; electro-optic, magneto-optic, and acousto-optic modulators; integration and application of electro-optical components in electro-optical systems of various types.",EOP 502
EOP 505,"Introduction to Lasers","Laser theory; coherence; Gaussian beams; optical resonators; properties of atomic and molecular radiation; laser oscillation and amplification; methods of excitation of lasers; characteristics of common lasers; laser applications.",EOP 502
OPS 485,"Capstone Operations & Supply Management Project I","This course centers on the preparation for an experiential operations improvement project. Students evaluate real-world project proposals from clients, develop clear understanding of operations improvement opportunities, and select projects at hand. Student teams learn about process improvement project design and develop well-defined project plans for execution in OPS 495. Students taking OPS 485 in the fall must take OPS 495 in the subsequent spring semester. Corequisite(s): OPS 401, OPS 480.",OPS 495,OPS 485,OPS 495,OPS 401,OPS 480
ISE 346,"Six Sigma Yellow Belt","Six Sigma Yellow Belt.",
FIN 480,"Options & Futures Markets","Study of options, futures, and other derivatives fundamentals, trading strategies, hedging, speculation, and arbitrating, pricing theories, and market regulations.",FIN 371
FIN 481,"Introduction to Technical Trading","The art and science of speculative foreign exchange trading, focusing on spot trading of Euros. Students implement a trading plan in a real foreign exchange environment under a set risk management policy. Students learn to watch the market, analyze profitable situations, and produce winning trades.",FIN 360
FIN 482,"Energy Markets","Energy market portfolio skills: physicality of natural gas market, natural gas pricing, natural gas portfolio transactions including hedging, basic risk management. VaR simulation produced, power pricing and risk management, weather hedging, credit derivatives and their use in energy. Oil basics and pricing a tolling agreement.",FIN 360
FIN 484,"Advanced Trading Techniques","Topics include appropriate leverage, when to take profits, when to have a stop loss, and hedging strategies. Students will learn to write short-term trading plans encompassing fundamental news events and technical charting, then implement a longer view. Each student is expected to open a real micro account from $300-$500.",FIN 481
MBA 607A,"Cost Management Lean Principle & Application","The design and use of performance measurement and control systems from an integrated systems view of an organization. An important aspect of the course is to 'think out of the box' in terms of how to design more flexible and adaptive cost management and performance measurement systems to help organizations become more flexible and responsive in meeting customer needs. Performance measurement and control are discussed in light of an integrated systems view of an organization, the principles of the Toyota Way, the Toyota Production System, and Lean Accounting.",MBA 792
MEE 312L,"Materials Laboratory","Conducting mechanical and physical tests on solids including, but not limited to tension, compression, bending, hardness, and impact. Metallographic examination of surfaces. Test standards, data reduction, analysis, interpretation, and written and oral communication of test results. Corequisite(s): EGM 303; MEE 312.",EGM 303,MEE 312
MCT 430,"Design of Fluid Power Systems","Energy efficiency; pressure drop determinations, variable volume pressure-compensated pumps, accumulators, proportional and electrohydraulic valves, cylinder design, hydraulic motor selection; circuit design, open and closed loop systems, power unit design; sizing of electric motors; use of industrial data and National Fluid Power Assn.-JIC design standards. Individual design project.",MCT 336
OPS 480,"Supply Chain Management Strategies","Concepts, analytical techniques, and solution methods for designing and managing integrated supply chains. Strategic issues of integrated supply chain design and management, including inventory management, logistics network design, distribution systems, strategic alliances, value of information for centralized decisions and risk-pooling, information technology and decision support, and international supply chain management.",DSC 375,OPS 350
OPS 481,"Principles of Procurement","Examination of strategic issues in procurement, purchasing documents and processes, the procurement cycle, supplier management programs, negotiations, sourcing, and value analysis.",OPS 301
ECT 490,"Senior Project","Advanced study and research of the product realization process focusing on conceptual design, embodiment design, final design, and prototyping or other design verification. Students work on externally sponsored engineering projects in multidisciplinary teams that perform engineering analysis that includes safety, ergonomics, environmental, cost and sociological impact of their designs.",CMM 100,ECT 306,ECT 358,ECT 408,IET 323
MCT 432,"Heat Power","Applications of the principles of thermodynamic cycles. Analysis of energy transfer systems such as internal combustion and gas turbine engines. Power generation through steam cycles including reheat and regenerative cycles. Reversed heat engine cycles and vapor compression cycles used in heating and cooling.",MCT 342,SET 153L
